"acquisition_date","acquisition_mileage","at_fault_flag","average_idle_hours","average_mpg","cargo_damage_cost","cdl_class","city","claim_amount","date_of_birth","description","dock_doors","downtime_hours","driver_id","employment_status","facility_id","facility_location","facility_name","facility_type","first_name","fuel_type","hire_date","home_terminal","incident_date","incident_id","incident_type","injury_flag","labor_cost","labor_hours","last_name","latitude","license_number","license_state","location_city","location_state","longitude","maintenance_date","maintenance_id","maintenance_type","make","model_year","month","odometer_reading","on_time_delivery_rate","operating_hours","parts_cost","preventable_flag","service_description","state","status","tank_capacity_gallons","termination_date","total_cost","total_fuel_gallons","total_miles","total_revenue","trip_id","trips_completed","truck_id","unit_number","vehicle_damage_cost","vin","years_experience"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,NA,NA,NA,"Los Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.34,4.6,NA,NA,NA,NA,NA,NA,NA,"2023-01-20","MAINT00001049","Preventive",NA,NA,NA,168853,NA,NA,1830.04,NA,"Routine Preventive",NA,NA,NA,NA,2255.38,NA,NA,NA,NA,NA,"TRK00005",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,"Kansas City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.42,2.8,NA,NA,NA,NA,NA,NA,NA,"2023-01-21","MAINT00001050","Engine",NA,NA,NA,333730,NA,NA,3041.51,NA,"Emergency Engine",NA,NA,NA,NA,3290.93,NA,NA,NA,NA,NA,"TRK00005",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,"Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.08,1.9,NA,NA,NA,NA,NA,NA,NA,"2023-01-21","MAINT00001051","Preventive",NA,NA,NA,608218,NA,NA,2333.16,NA,"Scheduled Preventive",NA,NA,NA,NA,2518.24,NA,NA,NA,NA,NA,"TRK00058",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,"Portland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.45,0.8,NA,NA,NA,NA,NA,NA,NA,"2023-01-21","MAINT00001052","Preventive",NA,NA,NA,316412,NA,NA,3372.95,NA,"Routine Preventive",NA,NA,NA,NA,3462.4,NA,NA,NA,NA,NA,"TRK00028",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,"Omaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.58,7.7,NA,NA,NA,NA,NA,NA,NA,"2023-01-22","MAINT00001053","Repair",NA,NA,NA,728932,NA,NA,1791.5,NA,"Scheduled Repair",NA,NA,NA,NA,2709.08,NA,NA,NA,NA,NA,"TRK00010",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,NA,NA,NA,"Oklahoma City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.99,5.5,NA,NA,NA,NA,NA,NA,NA,"2023-01-23","MAINT00001054","Repair",NA,NA,NA,735595,NA,NA,2693.75,NA,"Routine Repair",NA,NA,NA,NA,3250.74,NA,NA,NA,NA,NA,"TRK00026",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,"Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,863.21,7.9,NA,NA,NA,NA,NA,NA,NA,"2023-01-23","MAINT00001055","Inspection",NA,NA,NA,622028,NA,NA,71.01,NA,"Scheduled Inspection",NA,NA,NA,NA,934.22,NA,NA,NA,NA,NA,"TRK00081",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,NA,NA,NA,"Seattle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.35,2.8,NA,NA,NA,NA,NA,NA,NA,"2023-01-23","MAINT00001056","Transmission",NA,NA,NA,117558,NA,NA,2079.73,NA,"Emergency Transmission",NA,NA,NA,NA,2319.08,NA,NA,NA,NA,NA,"TRK00108",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,"Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.48,2.9,NA,NA,NA,NA,NA,NA,NA,"2023-01-23","MAINT00001057","Brake",NA,NA,NA,577803,NA,NA,3244.19,NA,"Scheduled Brake",NA,NA,NA,NA,3514.67,NA,NA,NA,NA,NA,"TRK00090",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,"Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.72,2.4,NA,NA,NA,NA,NA,NA,NA,"2023-01-23","MAINT00001058","Repair",NA,NA,NA,541372,NA,NA,2249.16,NA,"Emergency Repair",NA,NA,NA,NA,2525.88,NA,NA,NA,NA,NA,"TRK00035",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,NA,"Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.72,3.3,NA,NA,NA,NA,NA,NA,NA,"2023-01-24","MAINT00001059","Engine",NA,NA,NA,102762,NA,NA,357.58,NA,"Scheduled Engine",NA,NA,NA,NA,737.3,NA,NA,NA,NA,NA,"TRK00117",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,"Portland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.47,3.2,NA,NA,NA,NA,NA,NA,NA,"2023-01-26","MAINT00001060","Inspection",NA,NA,NA,619497,NA,NA,48.98,NA,"Scheduled Inspection",NA,NA,NA,NA,379.45,NA,NA,NA,NA,NA,"TRK00023",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,"Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.64,2.3,NA,NA,NA,NA,NA,NA,NA,"2023-01-26","MAINT00001061","Engine",NA,NA,NA,139323,NA,NA,2880.13,NA,"Scheduled Engine",NA,NA,NA,NA,3096.77,NA,NA,NA,NA,NA,"TRK00073",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,"Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.93,7.6,NA,NA,NA,NA,NA,NA,NA,"2023-01-26","MAINT00001062","Transmission",NA,NA,NA,749698,NA,NA,1177.23,NA,"Routine Transmission",NA,NA,NA,NA,1993.16,NA,NA,NA,NA,NA,"TRK00117",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,"Indianapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.88,7.2,NA,NA,NA,NA,NA,NA,NA,"2023-01-26","MAINT00001063","Repair",NA,NA,NA,592776,NA,NA,2268.69,NA,"Scheduled Repair",NA,NA,NA,NA,3018.57,NA,NA,NA,NA,NA,"TRK00037",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.69,2.1,NA,NA,NA,NA,NA,NA,NA,"2023-01-26","MAINT00001064","Tire",NA,NA,NA,645226,NA,NA,707.67,NA,"Scheduled Tire",NA,NA,NA,NA,948.36,NA,NA,NA,NA,NA,"TRK00101",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.85,4.4,NA,NA,NA,NA,NA,NA,NA,"2023-01-27","MAINT00001065","Brake",NA,NA,NA,73760,NA,NA,406.1,NA,"Routine Brake",NA,NA,NA,NA,828.95,NA,NA,NA,NA,NA,"TRK00113",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,"Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.18,7.3,NA,NA,NA,NA,NA,NA,NA,"2023-01-27","MAINT00001066","Preventive",NA,NA,NA,242494,NA,NA,605.46,NA,"Scheduled Preventive",NA,NA,NA,NA,1342.64,NA,NA,NA,NA,NA,"TRK00024",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,"Columbus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.41,4.4,NA,NA,NA,NA,NA,NA,NA,"2023-01-27","MAINT00001067","Brake",NA,NA,NA,608663,NA,NA,2014.14,NA,"Emergency Brake",NA,NA,NA,NA,2462.55,NA,NA,NA,NA,NA,"TRK00074",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA,NA,NA,"Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.12,3.2,NA,NA,NA,NA,NA,NA,NA,"2023-01-28","MAINT00001068","Tire",NA,NA,NA,715225,NA,NA,2307.51,NA,"Scheduled Tire",NA,NA,NA,NA,2667.63,NA,NA,NA,NA,NA,"TRK00015",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,"Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.84,5.4,NA,NA,NA,NA,NA,NA,NA,"2023-01-28","MAINT00001069","Preventive",NA,NA,NA,361857,NA,NA,3407.93,NA,"Routine Preventive",NA,NA,NA,NA,3869.77,NA,NA,NA,NA,NA,"TRK00018",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,NA,NA,NA,"Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776.58,6.5,NA,NA,NA,NA,NA,NA,NA,"2023-01-28","MAINT00001070","Brake",NA,NA,NA,115778,NA,NA,383.97,NA,"Routine Brake",NA,NA,NA,NA,1160.55,NA,NA,NA,NA,NA,"TRK00040",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,NA,NA,NA,"Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.14,2.2,NA,NA,NA,NA,NA,NA,NA,"2023-01-29","MAINT00001071","Brake",NA,NA,NA,424896,NA,NA,1211.27,NA,"Routine Brake",NA,NA,NA,NA,1447.41,NA,NA,NA,NA,NA,"TRK00038",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,NA,NA,NA,"Philadelphia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.73,0.5,NA,NA,NA,NA,NA,NA,NA,"2023-01-29","MAINT00001072","Engine",NA,NA,NA,376558,NA,NA,325.49,NA,"Routine Engine",NA,NA,NA,NA,376.22,NA,NA,NA,NA,NA,"TRK00068",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,"Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.54,5.2,NA,NA,NA,NA,NA,NA,NA,"2023-01-29","MAINT00001073","Repair",NA,NA,NA,737786,NA,NA,1143.68,NA,"Routine Repair",NA,NA,NA,NA,1696.22,NA,NA,NA,NA,NA,"TRK00035",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2,NA,NA,NA,"Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.06,3.7,NA,NA,NA,NA,NA,NA,NA,"2023-01-30","MAINT00001074","Brake",NA,NA,NA,598628,NA,NA,1144.27,NA,"Routine Brake",NA,NA,NA,NA,1513.33,NA,NA,NA,NA,NA,"TRK00013",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,"Charlotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.73,7.4,NA,NA,NA,NA,NA,NA,NA,"2023-01-30","MAINT00001075","Repair",NA,NA,NA,121770,NA,NA,705.76,NA,"Routine Repair",NA,NA,NA,NA,1455.49,NA,NA,NA,NA,NA,"TRK00110",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,"Portland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.99,5.8,NA,NA,NA,NA,NA,NA,NA,"2023-01-30","MAINT00001076","Preventive",NA,NA,NA,703552,NA,NA,175.1,NA,"Routine Preventive",NA,NA,NA,NA,696.09,NA,NA,NA,NA,NA,"TRK00093",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,"Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.15,1.8,NA,NA,NA,NA,NA,NA,NA,"2023-01-31","MAINT00001077","Engine",NA,NA,NA,55171,NA,NA,1993.27,NA,"Routine Engine",NA,NA,NA,NA,2183.42,NA,NA,NA,NA,NA,"TRK00044",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,NA,NA,NA,"Charlotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.31,2.7,NA,NA,NA,NA,NA,NA,NA,"2023-02-02","MAINT00001078","Transmission",NA,NA,NA,743020,NA,NA,3230.43,NA,"Emergency Transmission",NA,NA,NA,NA,3509.74,NA,NA,NA,NA,NA,"TRK00014",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,"Oklahoma City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.5,4.8,NA,NA,NA,NA,NA,NA,NA,"2023-02-02","MAINT00001079","Preventive",NA,NA,NA,685820,NA,NA,1411.34,NA,"Emergency Preventive",NA,NA,NA,NA,1891.84,NA,NA,NA,NA,NA,"TRK00082",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,"Detroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.3,6.9,NA,NA,NA,NA,NA,NA,NA,"2023-02-03","MAINT00001080","Preventive",NA,NA,NA,585935,NA,NA,3070.62,NA,"Emergency Preventive",NA,NA,NA,NA,3812.92,NA,NA,NA,NA,NA,"TRK00058",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,"Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.91,1.7,NA,NA,NA,NA,NA,NA,NA,"2023-02-03","MAINT00001081","Repair",NA,NA,NA,570744,NA,NA,2213.38,NA,"Scheduled Repair",NA,NA,NA,NA,2373.29,NA,NA,NA,NA,NA,"TRK00020",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,"Omaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.48,4,NA,NA,NA,NA,NA,NA,NA,"2023-02-03","MAINT00001082","Inspection",NA,NA,NA,583264,NA,NA,41.43,NA,"Emergency Inspection",NA,NA,NA,NA,464.91,NA,NA,NA,NA,NA,"TRK00065",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726.49,7.4,NA,NA,NA,NA,NA,NA,NA,"2023-02-04","MAINT00001083","Engine",NA,NA,NA,166251,NA,NA,197.35,NA,"Scheduled Engine",NA,NA,NA,NA,923.84,NA,NA,NA,NA,NA,"TRK00100",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,"Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.55,2,NA,NA,NA,NA,NA,NA,NA,"2023-02-04","MAINT00001084","Engine",NA,NA,NA,511808,NA,NA,2442.34,NA,"Routine Engine",NA,NA,NA,NA,2688.89,NA,NA,NA,NA,NA,"TRK00006",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.22,4.1,NA,NA,NA,NA,NA,NA,NA,"2023-02-04","MAINT00001085","Brake",NA,NA,NA,676699,NA,NA,2512.36,NA,"Routine Brake",NA,NA,NA,NA,2985.58,NA,NA,NA,NA,NA,"TRK00021",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.86,3.3,NA,NA,NA,NA,NA,NA,NA,"2023-02-04","MAINT00001086","Tire",NA,NA,NA,652889,NA,NA,3264.84,NA,"Routine Tire",NA,NA,NA,NA,3565.7,NA,NA,NA,NA,NA,"TRK00119",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,"Las Vegas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.78,2.1,NA,NA,NA,NA,NA,NA,NA,"2023-02-05","MAINT00001087","Inspection",NA,NA,NA,406157,NA,NA,37.29,NA,"Emergency Inspection",NA,NA,NA,NA,257.07,NA,NA,NA,NA,NA,"TRK00022",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,"Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.21,5,NA,NA,NA,NA,NA,NA,NA,"2023-02-05","MAINT00001088","Inspection",NA,NA,NA,424651,NA,NA,92.65,NA,"Routine Inspection",NA,NA,NA,NA,690.86,NA,NA,NA,NA,NA,"TRK00030",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,"Minneapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962.38,7.8,NA,NA,NA,NA,NA,NA,NA,"2023-02-05","MAINT00001089","Tire",NA,NA,NA,430345,NA,NA,1956.87,NA,"Scheduled Tire",NA,NA,NA,NA,2919.25,NA,NA,NA,NA,NA,"TRK00014",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,NA,NA,NA,"Omaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.95,5.8,NA,NA,NA,NA,NA,NA,NA,"2023-02-06","MAINT00001090","Brake",NA,NA,NA,574021,NA,NA,1791.92,NA,"Scheduled Brake",NA,NA,NA,NA,2403.87,NA,NA,NA,NA,NA,"TRK00035",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.91,1.9,NA,NA,NA,NA,NA,NA,NA,"2023-02-06","MAINT00001091","Preventive",NA,NA,NA,209594,NA,NA,1928.27,NA,"Routine Preventive",NA,NA,NA,NA,2136.18,NA,NA,NA,NA,NA,"TRK00077",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,"Milwaukee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.98,6.1,NA,NA,NA,NA,NA,NA,NA,"2023-02-06","MAINT00001092","Inspection",NA,NA,NA,282975,NA,NA,148.15,NA,"Scheduled Inspection",NA,NA,NA,NA,906.13,NA,NA,NA,NA,NA,"TRK00039",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,"Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.44,8,NA,NA,NA,NA,NA,NA,NA,"2023-02-06","MAINT00001093","Engine",NA,NA,NA,64948,NA,NA,653.2,NA,"Emergency Engine",NA,NA,NA,NA,1489.64,NA,NA,NA,NA,NA,"TRK00050",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,"Salt Lake City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.19,0.6,NA,NA,NA,NA,NA,NA,NA,"2023-02-07","MAINT00001094","Inspection",NA,NA,NA,200080,NA,NA,69.54,NA,"Routine Inspection",NA,NA,NA,NA,122.73,NA,NA,NA,NA,NA,"TRK00006",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"Portland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.67,1.3,NA,NA,NA,NA,NA,NA,NA,"2023-02-07","MAINT00001095","Tire",NA,NA,NA,456995,NA,NA,1198.33,NA,"Scheduled Tire",NA,NA,NA,NA,1359,NA,NA,NA,NA,NA,"TRK00060",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,"Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.08,5.6,NA,NA,NA,NA,NA,NA,NA,"2023-02-08","MAINT00001096","Brake",NA,NA,NA,508017,NA,NA,1974.52,NA,"Scheduled Brake",NA,NA,NA,NA,2527.6,NA,NA,NA,NA,NA,"TRK00045",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,"Kansas City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.75,5.3,NA,NA,NA,NA,NA,NA,NA,"2023-02-08","MAINT00001097","Brake",NA,NA,NA,260403,NA,NA,3173.46,NA,"Routine Brake",NA,NA,NA,NA,3659.21,NA,NA,NA,NA,NA,"TRK00044",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,"Seattle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756.33,6.9,NA,NA,NA,NA,NA,NA,NA,"2023-02-09","MAINT00001098","Preventive",NA,NA,NA,306999,NA,NA,1105.03,NA,"Scheduled Preventive",NA,NA,NA,NA,1861.36,NA,NA,NA,NA,NA,"TRK00081",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,NA,NA,NA,"Columbus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.16,2.2,NA,NA,NA,NA,NA,NA,NA,"2023-02-10","MAINT00001099","Tire",NA,NA,NA,490244,NA,NA,1095.37,NA,"Routine Tire",NA,NA,NA,NA,1333.53,NA,NA,NA,NA,NA,"TRK00038",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,"Los Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.93,7.4,NA,NA,NA,NA,NA,NA,NA,"2023-02-10","MAINT00001100","Transmission",NA,NA,NA,417836,NA,NA,400.2,NA,"Scheduled Transmission",NA,NA,NA,NA,1067.13,NA,NA,NA,NA,NA,"TRK00071",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,"Salt Lake City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.65,1.2,NA,NA,NA,NA,NA,NA,NA,"2023-02-12","MAINT00001101","Transmission",NA,NA,NA,205276,NA,NA,111.36,NA,"Scheduled Transmission",NA,NA,NA,NA,245.01,NA,NA,NA,NA,NA,"TRK00039",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,"Dallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779.1,7.8,NA,NA,NA,NA,NA,NA,NA,"2023-02-12","MAINT00001102","Brake",NA,NA,NA,421852,NA,NA,260.21,NA,"Routine Brake",NA,NA,NA,NA,1039.31,NA,NA,NA,NA,NA,"TRK00108",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,"Chicago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.44,1.9,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001103","Preventive",NA,NA,NA,428350,NA,NA,2110.88,NA,"Emergency Preventive",NA,NA,NA,NA,2313.32,NA,NA,NA,NA,NA,"TRK00062",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,"Indianapolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7,1,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001104","Repair",NA,NA,NA,595304,NA,NA,1755.8,NA,"Scheduled Repair",NA,NA,NA,NA,1855.5,NA,NA,NA,NA,NA,"TRK00090",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,NA,NA,NA,"Denver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.35,3.5,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001105","Repair",NA,NA,NA,748984,NA,NA,808.63,NA,"Emergency Repair",NA,NA,NA,NA,1116.98,NA,NA,NA,NA,NA,"TRK00062",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.6,2,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001106","Brake",NA,NA,NA,729103,NA,NA,2468.28,NA,"Routine Brake",NA,NA,NA,NA,2682.88,NA,NA,NA,NA,NA,"TRK00040",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,"Salt Lake City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.16,6.5,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001107","Tire",NA,NA,NA,583365,NA,NA,2443.58,NA,"Scheduled Tire",NA,NA,NA,NA,3168.74,NA,NA,NA,NA,NA,"TRK00013",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,"Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.07,1.9,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001108","Transmission",NA,NA,NA,618370,NA,NA,1690.14,NA,"Emergency Transmission",NA,NA,NA,NA,1896.21,NA,NA,NA,NA,NA,"TRK00115",NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,"Omaha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.31,0.7,NA,NA,NA,NA,NA,NA,NA,"2023-02-13","MAINT00001109","Repair",NA,NA,NA,193678,NA,NA,68.28,NA,"Emergency Repair",NA,NA,NA,NA,136.59,NA,NA,NA,NA,NA,"TRK00114",NA,NA,NA,NA
